application_number,status
83668912,Refused
83669172,Approved
83669342,Approved
83669612,Approved
83669982,Approved
83670362,Refused
83670582,Refused
83671092,Refused
83671532,Refused
83671782,Approved
83671802,Approved
83671992,Approved
83672252,Approved
83672302,Refused
83672472,Approved
83672642,Refused
83672692,Approved
83672852,Approved
83673042,Approved
83673082,Approved
83673122,Refused
83673282,Approved
83673322,Approved
83673742,Approved
83673852,Approved
83674222,Approved
83674272,Refused
83674332,Approved
83674662,Approved
83674672,Approved
83675032,Approved
83675352,Approved
83675492,Approved
83676552,Approved
83677122,Approved
83677162,Approved
83677222,Approved
83678322,Approved
83678562,Approved
83678602,Approved
83678642,Approved
83678692,Approved
83678932,Approved
83678952,Approved
83679002,Approved
83679012,Approved
83679102,Approved
83679262,Approved
83679342,Approved
83679432,Approved
83679482,Approved
83679682,Approved
83679722,Approved
83680732,Approved
83680852,Approved
83681172,Approved
83681302,Approved
83681632,Approved
83681642,Approved
83681932,Approved
83681972,Approved
83682082,Approved
83682362,Approved
83682712,Approved
83682812,Approved
83683412,Approved
83683632,Approved
83684462,Approved
83684592,Refused
83684772,Approved
83684892,Approved
83685252,Approved
83685572,Approved
83685882,Approved
83685892,Approved
83686062,Refused
83686272,Approved
83686462,Refused
83686722,Approved
83686852,Refused
83686872,Approved
83687262,Approved
83687552,Approved
83687652,Approved
83688052,Approved
83688062,Approved
83688352,Approved
83688372,Approved
83688382,Approved
83688652,Approved
83688782,Approved
83689062,Approved
83689402,Approved
83689922,Approved
83689992,Refused
83690412,Approved
83690572,Approved
83690782,Refused
83690942,Approved
83691352,Approved
83691562,Approved
83691622,Approved
83691762,Refused
83691772,Approved
83692112,Approved
83693182,Approved
83693382,Approved
83693542,Approved
83693602,Approved
83694092,Approved
83694532,Approved
83694562,Approved
83694952,Approved
83694982,Approved
83696172,Refused
83696492,Approved
83696732,Approved
83696902,Approved
83698512,Approved
83700732,Approved
83700902,Approved
83701132,Approved
83701192,Approved
83701272,Approved
83701352,Approved
83701402,Approved
83701452,Approved
83701512,Approved
83701572,Approved
83701632,Approved
83701792,Approved
83701862,Approved
83701892,Approved
83702042,Approved
83702242,Approved
83702452,Approved
83702522,Approved
83702542,Approved
83702562,Approved
83702612,Approved
83702732,Approved
83702952,Approved
83702982,Approved
83703192,Approved
83703232,Approved
83703272,Approved
83703332,Approved
83703412,Approved
83703422,Approved
83703612,Approved
83703622,Approved
83703922,Approved
83704092,Approved
83704332,Approved
83704512,Approved
83704752,Approved
83704832,Approved
83704842,Refused
83704922,Approved
83705292,Approved
83705672,Approved
83705872,Approved
83706402,Refused
83706552,Approved
83706652,Approved
83706812,Approved
83707012,Approved
83707082,Approved
83707562,Approved
83707572,Approved
83707802,Approved
83708332,Approved
83708402,Approved
83708412,Approved
83708422,Approved
83708602,Approved
83708762,Approved
83709132,Approved
83709442,Approved
83709702,Approved
83709972,Refused
83710122,Approved
83710342,Approved
83712222,Approved
83712752,Approved
83712782,Approved
83712942,Approved
83712982,Approved
83713412,Approved
83713942,Approved
83714192,Approved
83714242,Approved
83714372,Approved
83714632,Approved
83714672,Approved
83714702,Approved
83714732,Approved
83714942,Approved
83715342,Approved
83715352,Refused
83715392,Approved
83716032,Approved
83716572,Approved
83717512,Approved
83718202,Approved
83718962,Approved
83719112,Approved
83719632,Approved
83719762,Approved
83719922,Approved
83719942,Approved
83720002,Approved
83720072,Approved
83720142,Approved
83720182,Approved
83720362,Approved
83720572,Approved
83720772,Approved
83721002,Approved
83731292,Approved
83731422,Approved
83731902,Approved
83731922,Approved
83732132,Refused
83732332,Approved
83732542,Approved
83733442,Approved
83734162,Approved
83734762,Approved
83734982,Approved
83734992,Approved
83735442,Approved
83736222,Approved
83737372,Approved
83739122,Approved
83739172,Approved
83739372,Refused
83739462,Approved
83739722,Refused
83739772,Approved
83740072,Approved
83740622,Approved
83740772,Approved
83740842,Approved
83740902,Approved
83741652,Approved
83741762,Approved
83742302,Approved
83742382,Approved
83743062,Approved
83743162,Approved
83743582,Approved
83744322,Refused
83744502,Approved
83744902,Approved
83745392,Refused
83745492,Approved
83745892,Approved
83745942,Approved
83746012,Refused
83746282,Approved
83747132,Approved
83747142,Approved
83747292,Approved
83747772,Approved
83747802,Approved
83747872,Approved
83749712,Refused
83749902,Approved
83750462,Approved
83750602,Approved
83750752,Refused
83751552,Approved
83752672,Approved
83752992,Approved
83757102,Approved
83757712,Approved
83758072,Approved
83758352,Approved
83758362,Approved
83758942,Approved
83759262,Refused
83759332,Approved
83759662,Approved
83759922,Approved
83759952,Approved
83760102,Approved
83760512,Approved
83761042,Approved
83761802,Approved
83761982,Refused
83762582,Approved
83762892,Approved
83763122,Approved
83763242,Approved
83763502,Approved
83764072,Approved
83764222,Approved
83764372,Approved
83764512,Approved
83764932,Approved
83765252,Approved
83765602,Approved
83765802,Approved
83766362,Approved
83766602,Approved
83766652,Approved
83766952,Approved
83767122,Approved
83767252,Approved
83767292,Approved
83767452,Approved
83767552,Approved
83767562,Approved
83767592,Approved
83767662,Approved
83767802,Refused
83767982,Approved
83768042,Approved
83768212,Approved
83768312,Approved
83768812,Approved
83769102,Approved
83769342,Approved
83769472,Approved
83769562,Approved
83769942,Approved
83770042,Approved
83770222,Approved
83771292,Approved
83771472,Approved
83771832,Approved
83772022,Approved
83772352,Approved
83772622,Refused
83772832,Approved
83773152,Approved
83773492,Approved
83774002,Approved
83775262,Approved
83775452,Approved
83776062,Approved
83776182,Refused
83776972,Refused
83777172,Approved
83777462,Approved
83778592,Approved
83779472,Approved
83780012,Approved
83780362,Approved
83781032,Approved
83781252,Approved
83781262,Approved
83782402,Approved
83783372,Approved
83784802,Refused
83784982,Approved
83785042,Approved
83785402,Approved
83785562,Approved
83785722,Approved
83785962,Approved
83786002,Approved
83786332,Approved
83786472,Approved
83786842,Approved
83787252,Approved
83787382,Approved
83787472,Approved
83787672,Approved
83787732,Approved
83787932,Approved
83788202,Approved
83788362,Approved
83788652,Approved
83788802,Approved
83789292,Approved
83789632,Approved
83789682,Approved
83790252,Approved
83790452,Approved
83790582,Approved
83790842,Refused
83791192,Approved
83791492,Approved
83791532,Approved
83791542,Approved
83791772,Approved
83791922,Approved
83792212,Approved
83792312,Approved
83792432,Approved
83792642,Approved
83792852,Approved
83793162,Approved
83793222,Approved
83793452,Approved
83793622,Approved
83793792,Approved
83793842,Approved
83794872,Approved
83795002,Approved
83795022,Approved
83795042,Approved
83795332,Approved
83795452,Approved
83795542,Approved
83795552,Approved
83795872,Approved
83796082,Approved
83796362,Approved
83797352,Approved
83798062,Refused
83798312,Approved
83800582,Approved
83801422,Refused
83801512,Approved
83801692,Approved
83801842,Approved
83801992,Approved
83802112,Approved
83802382,Approved
83802482,Approved
83802712,Approved
83803042,Approved
83803482,Approved
83803662,Approved
83803682,Approved
83804112,Approved
83804122,Approved
83804572,Approved
83804612,Approved
83804992,Approved
83805102,Approved
83805352,Approved
83805362,Approved
83805592,Approved
83808872,Approved
83809012,Refused
83809082,Approved
83809182,Approved
83809252,Approved
83809452,Refused
83810142,Approved
83810322,Approved
83810472,Refused
83810502,Approved
83810592,Refused
83810832,Approved
83810932,Approved
83811192,Refused
83811402,Approved
83811832,Approved
83812282,Approved
83813132,Approved
83813472,Approved
83813932,Approved
83814142,Approved
83814512,Approved
83815352,Approved
83816632,Approved
83816842,Approved
83817132,Approved
83817212,Approved
83817492,Approved
83817582,Approved
83817742,Approved
83817832,Approved
83817932,Approved
83818122,Approved
83818672,Approved
83819022,Approved
83819792,Approved
83819892,Approved
83819952,Approved
83819962,Approved
83821052,Refused
83821772,Refused
83822492,Refused
83824362,Approved
83824492,Approved
83824662,Approved
83824872,Approved
83825202,Approved
83825792,Approved
83826392,Refused
83826912,Approved
83827092,Approved
83827512,Approved
83827972,Approved
83828062,Approved
83828082,Approved
83828292,Approved
83828462,Approved
83828522,Refused
83828842,Approved
83829102,Approved
83829192,Approved
83829302,Refused
83833232,Approved
83833262,Approved
83833352,Approved
83833772,Approved
83835162,Approved
83835492,Approved
83835592,Approved
83835652,Approved
83835692,Approved
83835762,Approved
83835962,Approved
83836222,Approved
83836702,Approved
83836822,Approved
83836942,Approved
83837032,Approved
83837122,Approved
83837292,Approved
83837472,Approved
83837612,Approved
83837652,Approved
83837732,Approved
83837822,Approved
83837912,Approved
83838052,Approved
83838102,Approved
83838332,Approved
83838402,Approved
83838692,Approved
83838722,Approved
83838752,Approved
83839322,Approved
83839442,Approved
83839512,Approved
83840812,Approved
83840972,Approved
83841202,Approved
83841322,Approved
83841362,Approved
83841412,Approved
83842112,Approved
83844482,Approved
83845882,Refused
83846152,Approved
83847142,Approved
83848012,Refused
83849112,Approved
83849132,Refused
83849942,Approved
83850162,Approved
83850202,Approved
83850742,Approved
83851032,Approved
83852782,Approved
83852902,Approved
83853822,Refused
83854352,Approved
83854702,Approved
83856012,Approved
83856182,Refused
83856772,Approved
83858722,Approved
83859222,Approved
83859332,Approved
83859462,Approved
83859512,Approved
83859722,Approved
83859862,Refused
83860022,Approved
83860402,Approved
83860662,Approved
83860852,Approved
83860872,Approved
83861202,Approved
83861292,Approved
83861532,Approved
83861792,Approved
83861802,Approved
83861922,Approved
83862722,Approved
83863342,Approved
83863612,Approved
83863762,Approved
83863832,Approved
83863932,Approved
83865642,Approved
83866112,Refused
83866262,Approved
83866732,Approved
83866742,Approved
83866792,Approved
83866912,Approved
83866932,Approved
83867382,Approved
83867532,Approved
83867632,Approved
83867892,Approved
83867912,Approved
83867962,Approved
83868142,Approved
83868612,Approved
83869302,Approved
83869742,Approved
83870052,Approved
83870322,Approved
83870452,Approved
83871152,Approved
83876552,Approved
83877162,Approved
83877242,Approved
83877332,Approved
83877482,Approved
83878702,Approved
83878752,Approved
83878852,Refused
83878902,Approved
83879012,Approved
83879042,Approved
83879802,Approved
83880872,Approved
83882892,Approved
83882962,Refused
83883492,Refused
83887432,Approved
83888372,Approved
83888722,Approved
83890092,Approved
83890412,Approved
83890552,Approved
83890662,Approved
83891612,Approved
83892022,Approved
83892562,Approved
83894152,Approved
83895792,Approved
83896002,Approved
